MOF,O2,N2,CO2,CH4,H2,He
DEGJIK_clean,752057.578934821,637193.6573222489,556286.5194431137,90892.44216321813,,3771634.956958415
DEJCIF_clean,2471895.586902251,2012163.398229753,2053019.9163604,784592.9271270134,,16042415.87487196
DEJJIN_clean,3358124.250433986,3754936.0441497364,2093044.2864256818,1695017.1636041764,,33187830.293008983
DEJRUH_clean,663657.630708409,355355.05624400213,314826.2187674537,57509.0861762775,,4038403.332419901
DEKHEH_clean,484623.4939155456,237343.72906372102,264050.2377452763,78370.82081806948,,1988237.062254432
DEKHUX_clean,3218840.3666798016,2366788.0614444,2362543.8764751013,1585111.4129789548,,12664595.029790461
DEKPEP_clean,2447633.698318664,1647513.667388774,1858151.6559956141,285992.0415550501,,14559137.636005508
DEKPUF_clean,4065084.6149592134,3746882.308706971,2963852.6106972825,1840308.126790434,,31180761.76042953
DELGEI_manual,2895260.990780609,6223831.1282793125,1773820.2452291178,,,
DEMLAJ_clean,1116307.0108624697,367086.0824640484,156306.07939812256,26740.828590259433,,6565541.96508132
DEPJIR01_clean,3584646.814346102,4209916.874889026,,315092.47279757605,,39977795.23983291
DEPJIR_clean,,3321515.8723469065,,391963.5507079462,,33482655.57412941
DEPSEW_clean,2627516.0767325563,1639998.3331336132,1477081.1164275007,475365.5887022845,,34095027.519185245
DEPTOH_clean,2677545.061561518,1706159.8900038074,1509507.529042554,495193.9356444985,,35744763.49689166
DEPXAY_clean,2742459.5387821305,1927140.8702486453,1734704.592085316,,,13263105.822278462
DEPXIG_clean,3723039.199610345,2524296.1117019625,2863037.21990003,,,20342235.863498896
DEPXOM_clean,9169473.414463483,7010820.408773798,5648322.43266783,,,
DEQFOU_clean,,,900402.5258153438,,,10569227.627068741
DEQVIF_clean,1144087.4509173995,822735.1696357206,1009556.0911591775,399382.8669072737,,7600290.056940646
DEWQUS_clean,,,,,17184597.50081616,17507119.090778153
DEWRIH_clean,,,,,13743750.930867841,
DEXDER_clean,,,,,14703592.473819917,
DEYJIC_clean,1580392.9542275928,870031.3170820953,678460.1650318116,200893.87414803365,,11907729.493544152
DEYJOI_clean,,1005281.5842631123,,218873.53678026947,,13027013.505031515
DEYLUQ_clean,1979726.2370284912,1715421.2770500341,1677268.3779721437,733243.3419544635,,17335904.879455905
DEYNIG_clean,1449174.5655710544,963826.7087285591,579165.6341982115,354352.2252585347,16342482.90794774,14087860.492328104
DEYXIQ_clean,1660848.8526626122,1300977.3107813844,1079779.7574311045,180725.18489383298,,7828297.62114603
DEZCER_clean,,703341.5570563879,,,,11392777.975125065
DEZKAW_clean,950469.5653279304,595507.3743717092,,226842.84320586693,,9115733.608913098
DEZKEA_clean,112499.87613405293,1997.7642610157268,59557.74743435059,,,
DIBPIP_clean,928940.1393514877,445597.3908902537,510910.56287622615,86267.75759686169,,4748171.118604844
DIBQEM_clean,3322638.0206769253,2028110.7723984257,1396180.1361393125,413775.2309975299,,23063278.39618978
DIBQIQ_clean,,4005775.33332186,,,,
DIBWUH_clean,2997636.1927396255,1332712.1901439035,957570.8602337964,,,6252723.995024409
DIBXAO_clean,1228298.422516582,570054.9599455727,495887.54501517257,278912.44162233925,,7842957.33983902
DICKEH_clean,7740780.673797709,6295822.178344661,1082937.4569764058,,,
DIDBAV_clean,2251818.9380610217,1701533.0014035725,1727749.5106197358,1003017.8892443452,13945466.323588116,12885915.56326189
DIDBEZ_clean,2411243.3487697775,1875365.5264571253,1997330.6216968214,1169915.6353084617,10514835.851912947,9813409.976418728
DIDDOK_clean,6700351.65817753,7032331.03633435,1119214.3381121666,,,53520543.045389965
DIHVIB01_clean,,,,,35263929.853853695,
DIHVIB_clean,,,,,40294114.89520686,
DIKJUD_clean,974688.1530920295,652985.838566204,625445.3277353247,,,4388719.155857128
DIKPOD_clean,,,,,10663885.84735519,
DIMDAG_clean,1140224.5585782623,694902.1692256836,736077.4723029105,,,5782877.271879811
DINNIZ_clean,1435377.466809387,986317.6349041353,1120872.5257731809,583548.4426408206,,6640664.667095015
DIRBIP_clean,4151097.1554453387,2987009.104689669,2848892.893783026,1080637.3849441796,,39052383.75958235
DIRPIF_clean,3806325.4582925835,3239280.690436648,2525294.694323964,,,
DISSUU_clean,1822126.3398382508,1053998.1612213142,1068964.7091998167,327495.50654072035,,14502092.70432873
DITPED_clean,1560549.2515959071,1356606.5137760565,1281186.547262593,,,
DITSIK_clean,1157714.890024072,820191.6123928666,812375.5705813521,296096.4615588411,,5856220.882470727
DITXOU_clean,3037907.8061397644,1897112.1800285294,,985553.7820298547,,14816597.396537201
DITYAH_clean,175882.78976371657,4206.984085635505,,1791.5233277956293,,465854.4718191056
DITYEM_clean,808260.2451161715,690640.7431278544,724142.8425740986,62125.928595989346,,7259294.848414228
DITYOW_clean,1798242.909673562,4030111.1394639728,3196471.464266487,1557453.8471300425,,15050273.508221818
DIVGIA_clean,413256.81496293546,223139.5648636017,237103.96390027972,76925.36468888857,,2252591.160436283
DIVNAY_clean,4761578.567430034,3472078.9451172585,1748670.201650653,762685.4157540963,,42612360.56962991
DIVPUU_clean,2843100.490371517,2024492.365835878,2050648.2431213744,1218085.895577307,,11337536.752272084
DIWMON_clean,2197405.378937544,1092509.219045182,780953.2606686808,407076.80090683704,,13915803.200139254
DIWMUT_clean,3229168.7968508233,2275147.1936121434,2191790.680516461,,,19097444.831719257
DIWNAA_clean,11002548.944763584,8766074.288725864,6575523.1484491555,,,
DIXKOL_clean,3060863.2615812127,2144701.695803425,2062944.3979451994,896322.8911987806,,19910425.15714072
DIXNUV01_clean,4068619.501307064,3749687.898832081,1984401.6361746488,244717.6987668456,,31474046.101855166
DIYKAZ_clean,843179.400175051,557178.2264619678,604782.029632372,105383.59479671366,,6216471.790528593
DIYKED_clean,458742.56355745305,316275.82496912533,242662.50072972398,,,1587287.3217093418
DIYTEM_clean,1306039.1262366078,788431.5147342231,707126.0114210742,208392.04579063528,,6408341.329711653
DIYWIT_clean,,654212.1846369299,,,4623490.695107541,4165785.156258045
DIZQOT_clean,132217.95100002777,4338.432913270572,31782.014358907152,,,
DOCKOW_clean,954270.4983367814,815202.8590491546,862569.4335181145,364388.1903418776,,6494884.793604986
DOFTID_clean,11732763.902712457,9709186.300891802,6872336.258023414,6328501.938955421,,60037780.5629827
DOFTOJ_clean,9901962.347002596,8306750.4356608195,6340589.608706139,4878992.7682828605,,53206123.669748515
DOGBAE_clean,7916248.9475988755,6100310.0610061055,3813134.9822858963,3957003.695970886,89777493.21145184,103003108.35707694
DOGZIJ_clean,1192469.7213601402,555644.8713447565,597310.8398153447,149068.27411603986,,7929162.485786456
DOHNUL_clean,600576.9227603549,396056.541528274,400638.1443791095,,,
DOHXUV_clean,568726.8968999843,312659.0294172649,255162.4424427175,72326.13080482998,,2375610.657825039
DOJXIK_clean,,,,,7938522.234278419,
DOKBUC_clean,,85.11755094159247,,,482.63692038438813,460.6237055888324
DOKDEN_clean,4397836.53143204,3511864.480494302,3101589.9883474,,,
DOKHIV_clean,1626644.2634458563,1035700.8603632136,1067705.8159626413,,,13381178.347082192
DOKHOB_clean,344291.26017657336,163190.77544908534,170570.3914712037,,,1373557.4002061975
DOKHUH_clean,1111215.1454263679,490889.09990005416,527105.5323438683,103644.64744707954,,2147551.3209472094
DOLRAZ_clean,1417156.3031524688,685297.1561898842,712497.457981901,,,5614893.726670501
DOLWEI_clean,2977395.77153571,2317676.234768502,1448588.5087896474,,,15402946.896002641
DOLXOR01_clean,3861168.1139719584,3615606.718617552,2158142.049167537,2710453.2293347116,,26139758.786072664
DOLXOR02_clean,3608003.269791204,3638583.1071368814,2158705.0461389176,,,25199518.91615121
DOLXOR_clean,3503762.9918515263,3402587.915634756,2015145.3460964088,2498339.577991217,,22660910.452801935
DOMKEX_clean,1040660.7994166289,523932.5214106171,618193.4680695606,,,
DONKUO_clean,1001764.7526070973,453698.7335912369,449220.0422081091,,,6122300.152893674
DONNAW01_SL,8254992.073204816,7163002.112903987,6724816.28978528,,,38265579.29896087
DONNAW_clean,7151193.090176064,6614205.824143567,6279019.266194514,3266306.3714113804,,34614178.08490158
DONNEA_clean,5491807.700792253,4574066.154348991,4665632.852168404,2214098.5470029255,,20886949.726715136
DONNIE_clean,9197362.623178728,8260219.196159502,7590497.701635894,4117623.9091031314,,45311520.52512952
DONXUB_clean,2414737.150230918,1528845.5147297462,1532653.8666087454,565370.2774232436,,9893114.975389358
DOPHOH_clean,7121509.732511551,6352973.580773376,5031636.497726944,3286685.782151277,34865652.8142361,37333870.27280692
DOPHUN_clean,7117058.789286358,6470693.495892591,5149229.680719879,3597748.995593164,38228220.89718202,39001342.59455167
DOPJAV_clean,2800424.967718211,2649914.0645121248,2252963.791325691,,,14689588.73711126
DOQKAW_charged,1594825.0237980243,1169997.5410903892,,150839.97487613416,,8752220.590853823
DOQRUW_clean,753000.2325424639,397948.9628618449,,59589.264937499946,,
DOQRUY_clean,,232385.12495593712,,,2777625.6970039923,2969557.4201856945
DORFAS_clean,1918453.392100013,2046930.1006756467,1866283.1527755603,,,14097759.457239915
DORFOG_clean,3050782.6832556613,1807327.327776855,966000.1858477812,237007.4923713706,,22834061.00996787
DORFUM_clean,1310916.881852667,269287.3170158635,383263.0544399404,114298.92744557564,,6964589.597313042
DORYUG_clean,1464215.3579878125,779817.5766000607,901538.324565559,,,
DOTFID_clean,2690435.1525385124,2203184.2529643425,1779774.6648877813,1022130.8241918185,,18613234.991793193
DOTFOJ_clean,2540580.273999783,1908109.181604077,2225108.527507709,,,
DOTTEM_clean,7599935.992848629,7122299.564847954,6539045.785429162,3547287.476251594,,36452599.493813425
DOTWAL_clean,775412.0101078238,412833.97698026674,331352.0124084898,81474.06282426137,,3222520.644062024
DOWQIP_clean,,,,,73330432.75034636,
DOYBAV_clean,898886.1922418462,599652.5086851544,658151.1416490112,,,3314167.093215673
DOYBEA_clean,6855078.4573373785,5579331.705600485,5010427.9696710035,3146135.115680791,,23885444.76582921
DOYHOQ_clean,4637731.691318219,3176949.031532155,2331686.0346041014,,,29078423.073078338
DOYHUW_clean,,3013582.531165577,2908252.438593632,,,
DOYLEI_clean,,,,,13636911.66605138,
DOYSIT_clean,1523760.2983106861,880020.2101320663,868742.4240074388,,,
DOZCEC_clean,,7327692.138845481,,,,
DUBJUH_clean,3632393.0793561107,2872902.7292523803,2884140.8890413633,1712406.2522743717,,17623289.014108803
DUBKAO_clean,3965320.631209086,3018192.130012602,3346883.6412176252,1737640.2124326942,,19894659.026745062
DUBWON_clean,8944384.909915648,7518283.2686499385,7095609.546194748,3988735.549200758,,64040187.91688504
DUCHEP_clean,,,,,12590175.921579847,
DUDKIY_clean,4114577.896896956,3349498.100960286,2632397.7773906384,,,22208310.427523177
DUDKOE_clean,9867696.001912083,8781429.323908404,6677566.391190027,5385938.80036653,,49412833.16656319
DUDKUK_clean,10132970.82578356,18552471.17985857,4535707.615788052,,,
DUFXOT_clean,1830148.1398330675,872756.6963513346,956590.517265716,8178.098469335231,,6707538.601352567
DUGMOJ_clean,1107103.7989270564,932029.4944720715,,472286.54955789255,6132442.064154868,6439449.295100669
DUHXIP_clean,,296186.8802277805,297999.5429639685,,,
DUJQUW_clean,2234308.433661199,,,,,
DUJRAD_clean,4052438.580409796,3188366.0356221194,2964907.426848039,1651711.472777763,,27761347.16626724
DUKMON_clean,549814.4812606475,217749.86400770175,184874.18758966334,,,
DUKNEE_clean,492839.10762788163,217039.27871914482,221786.99681748447,42952.45164412553,,1366713.275239241
DUKNII_clean,540985.1107637831,148701.88890035934,193359.3549827964,47340.70881874025,,2771008.838758448
DUKYOZ_clean,0.03905795910878918,364.49753214767225,2909.0996611319324,26.370708035803325,,3359.6223185488293
DULCAQ_clean,605727.5166165697,175055.80281058457,162472.3253891908,55071.273347056944,,3244499.7576690293
DUNJON_clean,972976.9818446066,390946.7422364105,388413.3697891471,160724.85316908592,5493200.034096764,4518820.69245497
DUNXUH01_clean,2950916.4318258152,1903831.724801706,1596918.3286229211,899324.2472232039,,17949371.522320665
DUNXUH02_clean,2666960.591937584,1715489.5258872518,,808224.4001573729,13506658.59763901,15623974.829909977
DUNXUH03_clean,2588246.686457022,1701170.5956212336,,526349.0174760191,13966284.49541094,15901712.69958756
DUNXUH04_clean,2466524.756008367,1555936.8469881422,,497811.481937298,,15679496.434593098
DUNXUH05_clean,2667983.8996696896,1731825.1659425008,,706545.1059481887,15627535.93189838,17612061.99796318
DUNXUH06_clean,2697407.1045143455,1764921.9878258712,,754375.4205897026,14824849.70943076,17212504.301061247
DUNXUH12_clean,2499503.701139204,1545880.9126535023,,522328.2847491716,13736175.39837186,15381146.286979735
DUNXUH13_clean,2433890.5774635416,1554206.8128969544,,550910.3105470433,13704303.472982762,15603426.712879496
DUNXUH14_clean,2619770.079462399,1704251.1949605518,,685748.3043766858,15186648.338090174,17291192.859587334
DUNXUH15_clean,2593989.35657889,1671199.8984196822,,779646.8627860844,14275517.138162421,16513360.342845382
DUNXUH21_clean,2894995.4442557427,1880637.3808697695,1592318.2005849443,879078.2196398157,,17712418.71556297
DUNXUH_clean,2757753.214986291,1842808.307337757,,770858.8728697336,15328402.995367968,17731297.556022823
DUNYOC_clean,2940496.0871990942,4750689.505078767,1142253.1981858874,946533.6805866985,,37734621.28306154
DUPJAB_clean,2673824.0222867606,2231163.630263871,1618914.9811960177,1209756.2339340944,,18326509.92437585
DUPKAC_clean,6231882.577218296,5872340.94895789,2270210.1787091126,3316762.9420204684,44649413.42631466,42912838.48626971
DUQSEO_clean,3783403.930724869,2247697.1102413908,1743784.2680534807,373796.6949250965,,20201020.706401944
DURDAX_clean,,10372996.374745574,6857016.360770506,,,
DURDIF_clean,10147590.272062004,8834262.432569383,7294796.550560645,,,
DUSHEG_clean,3135092.503155894,3092229.5491659828,2734397.76592055,1483374.151486203,28639415.0630689,27269770.182586256
DUSHIK_clean,3509974.442832019,3542604.7416190067,3258502.6978414888,1323830.2168380027,30983810.423429117,26572000.07840485
DUTKAG_clean,5668756.921588863,4720585.044558568,3251150.193105654,,,
DUVNIS01_charged,1560835.3243439216,1351760.5704640395,1246098.2089873797,834514.1181341491,,12684162.259946598
DUVNIS_charged,1726939.9343598161,1670540.2787040854,1365987.725479688,985328.007054283,,11725026.34441353
DUWBEE_clean,,17465425.4200493,8206707.998613529,,,
DUWFAE_clean,234332.95581233237,312875.4676528578,203880.2656663678,7388.736814243147,,1690743.9870776506
DUWFOS_clean,980533.5442923162,700276.3045550789,616677.8823515497,253182.11333690243,,3976757.28123509
DUWGEJ_clean,1823147.2480119725,1443085.8697534802,1243231.53427203,,,
DUWRAQ_clean,3293227.7010166375,2445343.748190641,2274025.6988620404,706378.617074353,,26542571.963586666
DUWRIY_clean,1637359.2780574837,974191.6131350629,978193.3339565543,167793.02235226356,,7473501.251358012
DUWROE_clean,3045865.4387445184,1750539.9916179392,1492833.210331435,239039.65424610814,,14309121.6679512
DUWRUK_clean,2194243.66644639,1371499.8744049857,1451125.8698333725,403291.7524497871,,15222865.146221371
DUWSAR_clean,5283619.716928962,4266874.8192871725,2876936.034032713,2560527.111617753,,21652799.910990186
DUXKEN_clean,,,,,4090111.7160539273,
DUXLUF01_clean,31974.823647963345,2110.7740007500706,8321.289147486175,70.05508831929102,,11911.061037231568
DUXLUF02_clean,291187.5029932916,4005.5195998117824,128635.67728126168,622.6152462226822,,10787.18811611273
DUXMAL_clean,2463004.419908583,1564457.0744634785,1480528.9654896194,,,
DUXSIA_clean,436542.69403938355,339877.63685425144,268123.1019150617,48669.02808953236,,2380448.1927195494
DUYVEA_clean,490900.44502331386,228519.71305447354,160528.9347047225,23662.304082779814,,1776082.3966132132
DUZKEQ_clean,3307518.84867547,2807322.3029281003,766253.6190209266,,,61742524.839563645
DUZPUL_clean,9833733.285511738,8069218.686803402,6682358.74433476,4972014.333947175,,43870044.88266797
DUZWOM_clean,678214.6757837401,356400.1536583666,323154.7560828253,58518.75150592979,,4435296.479681702
EBANAY_clean,733676.6650033309,662131.2167636633,,17697.105616154146,6007925.550542379,6242213.979845025
EBATUY_clean,841755.8953071169,394481.83509672835,422555.0287513106,105433.01370316197,,6578419.299330014
EBATUZ_clean,9611698.071763376,7887772.474013752,4702353.142073221,,,
EBAVAH_auto,9266460.804617949,6202452.256477018,3813160.2314482373,,,57346663.701551735
EBAVIP_clean,752511.326486306,317434.01387628616,348687.41221735557,65912.11392566499,,3898987.907216637
EBAVOV_clean,720183.4626354547,292277.4678427276,317174.42899840645,60069.5216666296,,3752530.2761288504
EBAVUB_clean,971273.7640985862,410236.42762594495,469144.79865225026,,,4625921.932407936
EBAWIQ_clean,439545.00971870974,207340.9104835648,216128.8584524671,32290.471122852294,,1984407.4504778238
EBEGID_clean,,,,,11388028.942238558,
EBELUU_clean,3719820.1578059616,2668379.384190255,,1349743.6611784538,15611018.370676694,19551319.47347549
EBEMEE_clean,793359.2649775735,559727.411664302,454880.74326087756,78202.87238547258,,4406931.558823731
EBEMEF_clean,4659934.305727376,1663285.3934565957,,944631.7238930534,,14050106.456819579
EBEMII_clean,762959.7760088268,517452.91472841456,415433.11571226217,76143.96907530258,,3805823.3175246757
EBEZUI_ion_b,791891.3876806516,242010.9344748662,,,,3379775.4526297594
EBIDIE_charged,530247.297205619,170221.62843104024,,,,
